Start Time,Duration,Run ID,Name,Source Type,Source Name,User,Status,alpha,n,num_iter,singal,thr,bonf_ks,bonf_tpr,naive_ks,naive_tpr,oc_ks,oc_tpr,parametric_ks,parametric_tpr,permutation1_ks,permutation1_tpr,permutation2_ks,permutation2_tpr
2022-09-28 22:43:20,1.0h,1c54fddea4d941e3b8136701823fbae2,,LOCAL,experiment_one_reference/synthetic_tpr/tpr_lta_oref.py,miwa.daiki,FINISHED,0.05,256,1000,4,0.0,0,0,0,1,5.190319230336881e-16,0.098,1.0781929250148789e-89,0.287,0,0,9.790148807870128e-242,0.354
2022-09-28 22:34:52,55.8min,39ddb5a12e9e4849b7bb467873ba4dc6,,LOCAL,experiment_one_reference/synthetic_tpr/tpr_lta_oref.py,miwa.daiki,FINISHED,0.05,256,1000,3,0.0,0,0,0,1,2.1987302098229465e-7,0.09,8.09918300951553e-62,0.223,0,0.001,0,0.527
2022-09-28 22:34:13,55.7min,5685cffdb886400badebfab2f0372f21,,LOCAL,experiment_one_reference/synthetic_tpr/tpr_lta_oref.py,miwa.daiki,FINISHED,0.05,256,1000,2,0.0,0,0,0,1,0.0008153004143191993,0.062,1.3769753312767399e-26,0.15,1.881325780820653e-56,0.025,0,0.854
2022-09-28 22:14:46,54.3min,28e607aa74d444ceaa3d3aef5a30a97b,,LOCAL,experiment_one_reference/synthetic_tpr/tpr_lta_oref.py,miwa.daiki,FINISHED,0.05,256,1000,1,0.0,0,0,0,1,0.9568991834409232,0.044,0.000034770580451061986,0.087,0,0.535,0,0.976
