Start Time,Duration,Run ID,Name,Source Type,Source Name,User,Status,alpha,n,num_iter,bonf_fpr,bonf_ks,naive_fpr,naive_ks,oc_fpr,oc_ks,parametric_fpr,parametric_ks,permutation1_fpr,permutation1_ks,permutation2_fpr,permutation2_ks
2022-09-28 22:09:35,1.1h,8031e46f6fc24e0596c9831227cd59a7,,LOCAL,experiment_one_reference/synthetic_fpr/fpr_ltm_oref.py,miwa.daiki,FINISHED,0.05,4096,1000,0,0,0.991,0,0.036,0.4040713657730153,0.054,0.47812838719520456,0.037,0.45169720730901186,0.043,0.1461067689010307
2022-09-28 22:09:35,44.1min,65d89c8585ce452a861014f7b2dca942,,LOCAL,experiment_one_reference/synthetic_fpr/fpr_ltm_oref.py,miwa.daiki,FINISHED,0.05,1024,1000,0,0,0.565,1.6570567730910688e-265,0.046,0.622866972286287,0.052,0.28074648762258936,0.047,0.8671025694396387,0.046,0.5966238373181724
2022-09-28 22:09:35,47.8min,153903e6c44e4272b9d140297a55a702,,LOCAL,experiment_one_reference/synthetic_fpr/fpr_ltm_oref.py,miwa.daiki,FINISHED,0.05,256,1000,0,0,0.462,5.286117551968625e-213,0.058,0.025308481026437013,0.045,0.14198637483817145,0.053,0.2917064414818882,0.058,0.3757811443515826
2022-09-28 22:09:35,47.7min,46dfd985a5be40c8a2ba622b3ac52a42,,LOCAL,experiment_one_reference/synthetic_fpr/fpr_ltm_oref.py,miwa.daiki,FINISHED,0.05,64,1000,0,0,0.237,2.182967698740097e-52,0.05,0.005339352858646157,0.056,0.12904265307571883,0.042,0.9833739376250724,0.044,0.9673132307155238
